C1(head)_id,C2(tail)_id,Num
31,195,142.0
257,195,10171.0
210,195,2644.0
230,195,224.0
188,195,122.0
179,195,1053.0
391,195,83.0
304,195,218.0
400,195,1782.0
397,195,198.0
199,195,365.0
177,195,2178.0
136,195,283.0
190,195,3554.0
222,101,968.0
175,101,914.0
50,101,574.0
310,101,206.0
121,101,672.0
63,101,470.0
221,272,3508.0
302,272,676.0
154,272,1600.0
285,272,475.0
247,272,294.0
229,272,168.0
161,272,123.0
156,272,175.0
256,31,929.0
186,31,46.0
345,31,2815.0
335,31,212.0
103,31,57.0
324,31,53.0
15,31,149.0
259,31,35.0
234,31,173.0
160,31,339.0
38,31,1077.0
389,31,1043.0
167,31,80.0
382,31,331.0
83,31,2790.0
193,31,335.0
401,31,348.0
194,31,601.0
363,31,397.0
347,31,729.0
349,31,223.0
138,31,350.0
337,31,328.0
323,31,710.0
310,31,3080.0
257,31,341.0
228,31,1973.0
305,31,35.0
89,31,180.0
260,31,680.0
377,31,1685.0
35,31,238.0
127,31,161.0
317,31,687.0
235,31,1583.0
22,31,203.0
214,31,111.0
199,31,55.0
128,31,167.0
26,31,448.0
175,31,346.0
133,31,2901.0
251,31,363.0
279,31,166.0
112,31,246.0
302,31,322.0
229,31,1639.0
50,31,496.0
187,31,508.0
348,31,739.0
320,31,71.0
8,31,573.0
33,31,384.0
289,31,40.0
104,31,728.0
11,31,204.0
381,31,1333.0
169,31,272.0
304,31,300.0
243,31,493.0
268,31,12699.0
195,31,1939.0
48,31,196.0
295,31,1493.0
65,31,355.0
250,31,21.0
239,31,312.0
292,31,1221.0
102,31,599.0
130,31,426.0
36,31,175.0
364,31,147.0
131,31,21.0
88,31,173.0
318,31,304.0
277,31,187.0
45,31,136.0
107,31,218.0
398,31,283.0
205,31,264.0
367,31,424.0
200,31,3688.0
40,31,539.0
208,31,86.0
404,31,509.0
93,31,555.0
63,31,686.0
170,31,220.0
144,31,216.0
100,323,1142.0
345,323,208.0
27,323,104.0
313,323,1597.0
83,323,5921.0
193,323,263.0
401,323,538.0
32,323,143.0
55,323,2779.0
280,323,321.0
363,323,158.0
95,323,934.0
138,323,2117.0
362,323,744.0
31,323,2693.0
310,323,530.0
257,323,1783.0
228,323,1474.0
5,323,971.0
344,323,112.0
260,323,254.0
176,323,1253.0
390,323,2924.0
122,323,121.0
117,323,3473.0
57,323,652.0
302,323,146.0
348,323,258.0
320,323,189.0
0,323,77.0
8,323,566.0
33,323,7445.0
381,323,508.0
304,323,221.0
183,323,216.0
68,323,5960.0
41,323,509.0
200,323,6037.0
396,323,1069.0
329,323,90.0
271,323,98.0
23,323,1805.0
100,310,257.0
91,310,151.0
370,310,441.0
103,310,137.0
303,310,421.0
307,310,395.0
259,310,48.0
158,310,343.0
234,310,54.0
354,310,715.0
366,310,236.0
167,310,761.0
263,310,920.0
351,310,189.0
83,310,306.0
368,310,60.0
240,310,947.0
138,310,7476.0
362,310,3107.0
31,310,11589.0
323,310,391.0
257,310,8116.0
247,310,384.0
305,310,713.0
141,310,1133.0
89,310,126.0
260,310,1223.0
377,310,185.0
176,310,1723.0
35,310,384.0
298,310,666.0
235,310,1104.0
214,310,1616.0
110,310,600.0
122,310,124.0
61,310,159.0
175,310,676.0
109,310,57.0
78,310,719.0
133,310,1225.0
386,310,219.0
229,310,1487.0
50,310,1046.0
97,310,463.0
98,310,120.0
299,310,322.0
8,310,7649.0
104,310,2106.0
381,310,1587.0
304,310,969.0
397,310,1117.0
268,310,1490.0
217,310,631.0
101,310,720.0
156,310,421.0
203,310,1007.0
163,310,91.0
239,310,387.0
102,310,268.0
134,310,1086.0
126,310,160.0
77,310,403.0
224,310,12.0
200,310,712.0
388,310,1220.0
208,310,77.0
92,310,72.0
93,310,268.0
63,310,176.0
170,310,83.0
358,310,100.0
402,257,1408.0
91,257,371.0
345,257,376.0
362,257,49.0
31,257,3748.0
323,257,394.0
310,257,361.0
188,257,820.0
174,257,222.0
321,257,8864.0
220,257,317.0
355,257,207.0
179,257,166.0
305,257,4876.0
71,257,1759.0
288,257,602.0
320,257,1975.0
8,257,8300.0
154,257,3229.0
62,257,2614.0
348,257,2081.0
177,257,73.0
304,257,250.0
195,257,487.0
352,257,7199.0
144,257,296.0
170,257,4824.0
251,257,208.0
90,257,6631.0
226,257,328.0
172,257,173.0
48,257,151.0
243,257,98.0
400,257,1288.0
235,257,301.0
26,257,449.0
78,257,860.0
283,257,108.0
202,257,202.0
233,138,1617.0
31,138,1802.0
323,138,293.0
310,138,361.0
317,138,1641.0
133,138,656.0
64,138,372.0
29,138,68.0
301,138,283.0
74,138,1659.0
270,138,74.0
229,138,1335.0
370,138,474.0
6,138,259.0
268,138,17472.0
32,138,235.0
139,138,200.0
315,138,207.0
104,138,124.0
77,138,1504.0
164,138,406.0
276,138,136.0
38,138,7792.0
337,138,426.0
334,138,4424.0
216,138,3082.0
304,375,22.0
292,375,11723.0
315,375,122.0
164,375,682.0
138,375,3168.0
391,375,2067.0
360,362,1385.0
394,362,15299.0
218,362,61.0
31,362,805.0
323,362,1985.0
310,362,2482.0
133,362,1210.0
195,362,262.0
230,362,658.0
378,362,33.0
335,362,3220.0
89,362,120.0
263,362,3348.0
176,362,11874.0
36,362,963.0
102,362,2213.0
397,362,980.0
217,362,6674.0
193,362,35.0
177,362,139.0
293,362,9636.0
381,362,297.0
259,362,951.0
63,362,414.0
190,362,185.0
358,362,182.0
98,362,322.0
175,362,2602.0
28,362,708.0
187,212,860.0
40,212,1319.0
189,212,5247.0
33,246,519.0
25,246,249.0
323,14,303.0
59,14,620.0
329,14,129.0
326,14,541.0
105,14,927.0
386,14,790.0
390,14,1529.0
249,14,174.0
156,14,346.0
321,2,1688.0
323,42,247.0
308,42,154.0
240,42,267.0
40,42,14817.0
212,42,529.0
250,42,280.0
63,42,217.0
298,294,187.0
33,79,1410.0
56,79,3397.0
209,79,913.0
192,79,159.0
331,108,89.0
401,108,140.0
229,108,9543.0
200,108,841.0
347,27,5361.0
323,27,695.0
321,27,3463.0
59,27,246.0
193,27,772.0
188,27,64.0
143,27,1135.0
163,27,287.0
396,27,454.0
306,27,114.0
352,27,210.0
104,27,159.0
390,27,161.0
105,27,529.0
9,27,126.0
347,273,94.0
392,273,262.0
354,273,546.0
200,273,298.0
289,273,334.0
395,273,773.0
318,273,447.0
319,273,36.0
235,273,4554.0
242,273,649.0
260,325,904.0
176,325,6681.0
388,325,484.0
271,325,1484.0
251,381,67.0
83,381,3910.0
176,381,1764.0
31,381,400.0
323,381,380.0
310,381,11162.0
240,381,926.0
89,381,161.0
196,381,877.0
104,381,61.0
26,381,508.0
262,381,96.0
200,381,235.0
60,208,516.0
265,208,32.0
35,208,255.0
52,208,257.0
302,208,548.0
67,208,1500.0
134,208,4752.0
92,208,908.0
63,208,8053.0
295,208,10.0
40,208,3540.0
404,208,188.0
240,34,269.0
119,34,2705.0
191,34,142.0
232,34,386.0
103,34,116.0
372,34,1207.0
297,34,295.0
295,34,95.0
138,295,509.0
337,295,933.0
191,295,5070.0
386,295,1668.0
304,295,551.0
187,295,97.0
232,295,10.0
3,295,1154.0
36,295,1715.0
366,295,225.0
193,295,21.0
306,295,162.0
256,295,1121.0
63,295,7155.0
332,295,344.0
268,295,609.0
31,295,21.0
211,295,496.0
334,295,1175.0
370,240,120.0
307,240,158.0
57,240,632.0
104,240,343.0
22,240,2282.0
105,240,840.0
395,240,298.0
334,240,1775.0
272,240,889.0
211,240,845.0
34,240,153.0
358,240,282.0
91,331,449.0
323,331,325.0
257,331,265.0
321,331,5639.0
62,331,221.0
229,331,3961.0
192,331,185.0
283,331,312.0
402,243,2211.0
324,243,4657.0
194,243,134.0
310,243,161.0
91,243,146.0
335,243,346.0
179,243,120.0
192,243,271.0
15,243,291.0
87,243,91.0
317,243,1062.0
378,243,11.0
195,243,365.0
177,243,116.0
283,243,266.0
136,243,224.0
190,243,373.0
254,292,467.0
391,292,379.0
269,292,4444.0
375,292,349.0
194,292,325.0
10,292,2585.0
404,292,388.0
268,292,373.0
31,292,280.0
310,292,466.0
172,292,76.0
295,292,1191.0
134,292,97.0
8,292,1126.0
400,292,567.0
195,292,195.0
63,292,6093.0
379,292,253.0
15,276,533.0
216,276,1203.0
383,92,869.0
106,92,186.0
40,92,703.0
208,92,238.0
103,92,424.0
304,92,132.0
321,92,1589.0
305,92,307.0
63,92,567.0
189,92,79.0
332,92,991.0
9,92,4169.0
3,92,124.0
134,92,5406.0
105,92,115.0
174,231,505.0
213,231,25.0
366,231,237.0
268,231,3035.0
229,231,1378.0
295,231,133.0
197,231,171.0
16,231,153.0
141,63,789.0
241,63,526.0
377,63,973.0
240,63,239.0
2,63,228.0
42,63,824.0
17,63,57.0
337,63,625.0
341,63,227.0
256,63,2465.0
383,63,734.0
67,63,2825.0
106,63,1062.0
103,63,3546.0
260,63,484.0
121,63,274.0
222,63,25.0
31,63,1183.0
310,63,2922.0
247,63,213.0
308,63,298.0
263,63,209.0
194,63,296.0
65,63,126.0
391,63,315.0
187,63,408.0
250,63,28.0
232,63,1443.0
239,63,866.0
195,63,6148.0
269,63,755.0
60,63,389.0
268,63,478.0
133,63,352.0
299,63,108.0
306,63,251.0
297,63,166.0
330,63,868.0
292,63,1310.0
134,63,3484.0
58,63,199.0
92,63,1513.0
53,63,488.0
332,63,737.0
271,63,158.0
93,63,317.0
367,63,276.0
40,63,4046.0
388,63,453.0
208,63,6171.0
404,63,654.0
216,13,351.0
162,13,288.0
389,13,418.0
68,13,32.0
194,398,3260.0
395,398,229.0
91,398,164.0
154,398,757.0
15,398,544.0
310,398,1075.0
321,398,4641.0
320,398,266.0
17,398,240.0
338,398,23.0
170,398,246.0
45,398,370.0
26,398,493.0
104,206,108.0
256,206,214.0
398,206,21.0
393,206,44.0
40,206,247.0
214,206,718.0
195,204,380.0
254,204,1709.0
194,204,198.0
377,204,311.0
145,204,12.0
268,204,231.0
172,204,72.0
348,204,47.0
342,204,1366.0
257,204,646.0
140,204,1117.0
190,204,320.0
243,204,532.0
292,204,1723.0
367,204,79.0
78,204,457.0
138,6,2878.0
91,6,157.0
133,6,282.0
268,6,352.0
323,283,127.0
257,283,925.0
321,283,2469.0
305,283,107.0
395,283,824.0
26,283,264.0
62,283,1476.0
252,283,10.0
320,283,450.0
352,283,3391.0
91,283,1747.0
154,283,1147.0
90,283,156.0
138,185,116.0
319,185,540.0
284,185,118.0
33,185,109.0
260,286,1365.0
29,286,501.0
19,286,718.0
388,286,228.0
117,286,538.0
149,286,692.0
56,286,528.0
310,136,301.0
257,136,38.0
321,136,1686.0
195,136,1278.0
347,136,2194.0
288,136,282.0
324,136,494.0
395,136,135.0
122,136,10.0
352,136,243.0
399,136,919.0
91,136,709.0
243,136,434.0
154,136,429.0
190,136,375.0
283,136,219.0
380,181,409.0
159,181,549.0
390,249,53.0
55,249,955.0
326,249,872.0
353,249,276.0
14,249,446.0
171,249,123.0
329,249,211.0
195,177,850.0
243,177,135.0
293,177,468.0
335,177,752.0
179,177,398.0
210,177,524.0
91,177,6321.0
324,177,245.0
391,232,21.0
138,232,441.0
337,232,15470.0
103,232,3981.0
359,232,626.0
211,232,536.0
356,232,254.0
146,232,1308.0
119,232,1254.0
372,232,1427.0
22,232,581.0
42,232,374.0
88,232,2021.0
34,232,1154.0
295,232,11.0
65,232,200.0
40,232,179.0
404,232,669.0
63,232,1809.0
332,232,166.0
346,77,200.0
138,77,5068.0
38,77,4105.0
74,77,740.0
233,77,11188.0
129,77,169.0
315,77,81.0
334,77,357.0
368,280,20.0
293,280,132.0
292,280,236.0
323,280,584.0
360,280,639.0
143,280,1410.0
348,194,195.0
15,194,843.0
310,194,75.0
45,194,1235.0
17,194,1610.0
203,194,144.0
373,194,1735.0
398,194,1090.0
26,194,403.0
210,367,51.0
174,367,1728.0
339,367,706.0
300,367,513.0
227,367,1014.0
10,367,7410.0
16,367,394.0
292,367,4110.0
384,367,6819.0
317,367,388.0
268,367,205.0
85,200,9273.0
167,200,322.0
31,200,213.0
323,200,6163.0
245,200,429.0
151,200,1361.0
229,200,5846.0
95,200,359.0
314,200,1657.0
117,200,1126.0
78,200,1312.0
83,200,1512.0
100,200,6454.0
55,200,690.0
329,200,10.0
345,200,4250.0
253,200,615.0
68,200,299.0
390,200,245.0
0,200,173.0
48,200,76.0
41,200,1205.0
261,227,2843.0
314,227,310.0
66,227,3031.0
384,227,1160.0
