C1(head)_id,C2(tail)_id,Num
75,210,446
229,6,490
193,6,432
219,205,254
213,205,16818
6,205,1663
210,25,1225
62,25,460
44,25,844
126,158,32
144,158,127
209,141,357
245,33,853
183,33,961
4,33,603
139,33,878
211,33,165
221,211,417
186,211,305
206,211,306
4,211,680
139,211,551
153,211,637
29,211,384
155,211,1729
138,211,1736
173,211,105
163,198,448
183,198,244
3,198,30
232,198,210
199,198,1709
103,198,1242
147,198,97
116,198,28
116,168,44
163,168,239
47,168,222
100,168,114
144,168,741
134,168,122
13,168,560
199,168,3531
169,168,572
131,168,862
85,90,1151
64,90,839
206,90,3930
20,90,11
178,90,463
232,90,288
39,90,402
175,90,268
82,90,151
183,90,119
116,90,1016
145,208,517
122,208,3778
86,208,850
151,208,1884
24,208,495
94,208,357
191,208,205
216,208,610
34,208,99
144,201,133
170,233,51
157,233,365
235,233,217
137,233,137
206,233,366
80,233,443
138,233,132
145,233,50
238,233,1127
32,233,2892
210,233,7589
239,233,71
123,96,1317
186,96,161
130,96,10
195,96,154
206,96,281
184,96,189
37,96,142
28,96,144
18,96,208
206,60,575
119,81,9125
232,81,545
82,81,559
73,81,1524
88,81,374
83,81,166
245,81,1199
82,222,1664
232,222,257
226,222,1103
185,222,2391
104,222,356
239,222,607
236,238,194
88,238,1669
80,238,1003
116,238,37
145,238,36
239,238,1637
240,238,262
173,238,1825
181,238,195
90,238,84
233,238,5826
232,3,856
191,3,393
29,3,169
41,3,8297
210,3,19811
75,3,580
47,199,410
168,199,235
147,199,439
163,199,563
131,199,1399
130,150,64
217,150,266
144,131,241
163,131,140
168,131,800
199,131,3785
206,39,225
178,39,240
90,39,313
175,39,162
86,109,145
21,14,543
217,14,258
97,14,129
204,14,364
75,14,96
132,14,910
232,108,4834
188,108,89
104,92,739
75,204,1088
97,204,316
132,204,898
24,204,584
14,204,2667
165,204,232
57,204,626
82,223,447
110,223,140
151,31,928
6,31,226
170,31,33
193,31,445
107,31,78
65,101,329
239,88,904
32,88,4525
99,88,323
85,88,158
238,88,3441
116,88,77
185,88,46
139,88,3933
130,156,2404
20,156,245
206,156,520
26,206,39
60,206,2521
130,206,66
96,206,107
37,206,439
210,206,11
184,206,1772
211,206,702
33,206,1558
9,206,24
175,206,129
183,206,241
14,206,234
116,206,39
138,206,974
76,206,34
145,206,1865
202,206,601
166,206,123
148,206,205
144,206,54
90,206,122
73,206,20
105,206,107
155,206,587
38,206,763
4,206,1869
195,206,172
190,206,308
139,206,888
39,206,199
61,206,369
201,206,290
93,82,478
88,82,925
245,82,2149
177,82,1849
185,82,3491
226,82,1133
222,82,1913
26,82,100
29,82,417
235,82,1102
25,82,1021
85,228,39
177,228,130
235,228,228
144,77,754
47,77,344
24,77,11
85,77,229
18,77,279
88,32,2130
233,32,4904
238,34,95
86,34,979
122,34,8104
64,34,498
116,34,476
145,34,20
17,34,121
239,34,345
148,34,911
33,153,541
206,153,282
51,153,329
125,153,364
202,153,398
165,153,189
211,153,277
204,153,183
105,153,130
46,153,272
139,153,204
37,153,555
245,153,530
184,153,711
148,73,207
83,73,251
119,73,729
206,73,135
154,73,270
59,73,357
81,73,973
125,89,113
21,84,488
68,84,150
132,84,244
151,231,1099
86,231,78
109,231,395
184,117,474
206,117,1003
177,119,56
82,119,696
81,119,9098
245,119,13368
63,119,66
73,119,653
137,119,86
194,119,279
20,119,74
193,229,430
177,232,17085
3,232,6535
222,232,426
24,232,184
85,232,21775
154,232,4815
49,232,990
90,232,110
188,232,924
73,232,222
83,232,1124
36,232,246
198,232,164
108,232,4912
93,232,953
206,126,1564
103,126,10
22,126,1760
70,126,13
38,126,503
85,126,978
158,126,342
184,126,174
64,145,513
92,145,879
76,145,245
238,145,23
41,145,1116
104,145,1055
116,145,1523
120,145,614
171,145,272
32,145,3815
104,12,307
85,12,373
176,186,186
2,160,159
126,160,75
25,44,1286
137,74,447
226,74,208
82,74,178
238,74,1261
139,74,1322
64,19,714
145,19,277
148,203,949
236,203,225
242,203,301
173,203,2556
240,203,721
90,203,36
139,203,1209
48,203,399
88,203,1248
206,105,2016
206,164,538
184,164,301
154,24,725
86,24,972
210,24,910
132,24,888
49,24,305
116,24,222
181,24,787
20,61,200
36,61,7348
210,61,242
173,61,249
60,11,970
92,48,239
203,48,25
104,48,806
206,71,196
56,71,476
202,71,62
148,161,214
233,161,1543
33,183,738
90,183,598
153,183,424
73,183,102
116,183,175
138,183,1502
240,242,2368
221,242,149
173,242,608
203,242,133
202,176,312
206,176,654
154,75,2370
210,75,460
145,75,213
237,75,6390
122,75,480
193,16,818
151,16,222
185,85,362
49,85,858
64,85,2940
232,85,2561
175,85,248
116,85,319
202,85,191
126,85,392
169,85,369
90,85,2157
88,85,1358
206,85,1261
198,85,486
93,85,131
27,85,205
48,85,387
190,85,14
39,85,300
26,85,124
235,85,201
196,27,306
130,27,42
206,27,1314
202,27,384
184,27,789
26,27,23
38,27,659
116,17,697
206,15,575
92,104,982
123,104,601
145,104,5813
65,104,307
194,104,419
157,104,43
193,104,179
48,104,254
102,104,440
89,125,1095
153,125,234
4,217,15
150,217,394
206,22,379
2,22,296
105,22,105
126,22,2034
144,22,337
202,124,61
99,64,1148
170,64,147
133,64,63
17,64,199
116,64,16890
145,64,578
90,64,287
172,64,4518
233,218,2547
74,218,2210
157,218,6273
82,218,509
94,218,518
235,218,2825
245,218,250
93,218,1411
85,218,635
155,139,5450
153,139,396
88,139,889
206,139,259
211,139,607
29,139,355
93,139,106
203,139,869
235,139,163
129,107,635
170,107,256
233,107,290
116,76,6077
67,69,338
122,191,813
166,191,253
210,191,5445
13,191,283
21,191,2776
3,191,4309
86,191,619
151,191,933
134,191,194
14,191,1193
85,191,403
239,29,297
165,29,7528
202,38,324
96,38,162
4,38,188
138,4,703
184,4,1800
206,4,1555
37,4,115
69,4,198
204,165,239
145,165,1166
221,165,272
67,165,10
4,165,446
29,165,5257
147,2,344
130,2,10
178,2,140
136,2,177
22,2,1953
186,2,171
169,2,93
28,2,487
126,195,290
130,195,292
96,195,192
206,195,485
130,20,1042
156,20,805
206,20,879
231,151,2850
3,151,76
86,151,4616
191,151,356
14,151,223
109,151,186
193,151,877
4,155,224
139,155,8118
233,155,114
211,155,317
239,155,150
190,155,131
80,236,239
240,236,674
173,236,2595
144,134,35
168,134,597
191,134,180
13,134,613
130,45,14
157,26,78
173,26,669
181,26,236
116,26,98
233,26,199
64,26,44
210,26,248
245,26,25
240,26,129
85,26,64
76,26,121
95,26,128
148,220,539
74,220,972
240,220,72
238,220,1053
61,220,1760
95,220,526
196,28,275
206,28,1309
18,28,47
148,94,1758
82,94,303
175,94,29
235,94,186
245,94,2645
203,94,452
216,94,2377
88,94,146
85,94,318
242,173,57
233,173,625
238,173,1774
157,173,363
236,173,516
137,173,55
26,173,102
181,173,657
221,173,325
80,173,39
116,173,152
138,173,649
145,173,247
165,173,74
240,173,2262
29,173,195
146,173,250
210,173,338
239,173,234
245,173,187
203,173,1110
85,173,60
95,173,331
87,190,2408
206,190,1900
173,181,4432
191,166,97
65,214,148
210,214,1144
168,13,846
169,13,237
134,13,548
144,13,285
191,13,352
137,93,11
74,93,867
239,93,739
177,93,4264
139,93,1110
228,93,10
154,93,250
235,93,203
85,93,38
85,169,71
142,31,33
145,26,37
126,191,28
188,89,99
211,240,164
191,85,67
210,62,12
94,148,74
65,194,121
96,123,132
204,34,51
100,199,20
61,153,170
60,153,24
183,153,52
144,40,176
122,145,114
123,145,781
173,239,44
157,245,12
85,82,22
181,82,51
139,82,31
63,213,12
168,47,55
122,173,53
64,173,91
153,173,35
86,104,42
70,104,11
144,19,147
196,19,67
239,185,87
173,185,10
180,193,132
31,208,93
238,208,140
147,168,53
158,144,52
14,144,136
153,119,44
27,206,47
186,206,111
70,206,61
198,163,70
32,116,215
145,16,41
206,155,24
181,95,137
90,65,48
37,60,79
4,29,35
105,38,179
108,18,21
137,70,62
64,238,33
123,122,41
148,122,56
213,2,148
90,103,119
37,217,97
195,63,35
146,236,177
195,126,70
183,126,92
183,130,28
85,222,61
37,150,16
63,150,41
74,235,23
245,235,62
7,206,24
71,206,11
85,116,10
62,80,11
157,27,11
239,165,21
158,2,44
116,239,20
181,245,28
203,245,13
213,132,22
117,188,27
122,41,10
236,122,10
134,144,13
95,216,42
145,48,24
189,138,35
178,160,34
148,74,88
210,34,73
11,60,11
104,86,60
2,170,16
206,7,30
145,92,79
32,210,2045
137,210,43
80,210,10
138,210,10
125,184,23
104,125,67
85,64,12
73,59,23
185,90,11
11,90,57
170,90,10
32,173,108
80,107,10
239,145,13
240,180,10
145,194,20
240,95,10
145,95,10
32,238,263
157,238,15
230,86,534
135,86,31
230,208,86
30,208,74
100,50,31
220,74,381
218,74,485
195,186,12
187,37,21
70,210,24
135,6,153
19,116,10
191,168,11
223,222,15
119,177,218
30,173,210
195,233,20
218,119,132
207,104,53
185,104,23
220,36,71
30,26,326
41,26,10
218,220,379
121,220,40
220,94,144
218,94,3261
65,90,72
94,216,472
189,153,48
220,63,290
218,157,180
235,157,33
245,157,57
223,82,42
119,82,258
30,137,135
236,161,10
203,95,10
30,235,148
218,235,765
220,61,316
232,61,13
85,148,11
30,83,120
17,170,20
218,169,116
149,77,1217
135,34,889
218,34,65
218,85,561
20,183,56
178,175,387
11,175,10
185,170,20
68,61,13
170,61,10
6,61,10
239,81,20
49,154,817
204,77,20
6,18,23
80,21,13
185,245,570
69,206,20
226,224,993
12,85,21
218,173,47
30,181,107
124,31,195
122,240,69
218,135,45
25,104,47
192,20,34
218,210,37
119,205,68
137,48,13
183,144,27
177,24,10
6,163,20
183,116,14
94,86,442
172,129,10
121,166,362
70,173,22
137,83,10
233,152,294
20,192,24
145,32,32
171,64,10
238,218,14
46,188,59
88,119,10
18,2,11
94,135,110
147,166,28
32,64,22
238,64,11
238,32,526
147,131,14
238,153,70
196,206,20
238,170,99
188,186,15
130,202,14
218,30,25
36,73,13
217,65,31
217,82,26
157,107,11
217,206,70
235,155,21
86,21,26
136,213,11
165,4,20
65,233,106
177,161,10
170,240,13
152,25,10
235,221,10
61,81,40
31,147,20
163,147,15
156,90,10
150,90,12
157,95,10
130,126,10
206,33,11
130,33,10
130,117,12
213,168,15
100,131,10
149,204,27
31,193,12
236,107,13
181,51,11
157,148,14
233,95,10
32,26,11
95,41,10
152,132,10
122,64,22
65,130,17
29,238,66
211,117,28
166,121,32
65,68,23
218,185,20
245,216,21
184,173,51
83,88,37
138,96,50
37,19,45
184,38,30
238,48,58
236,232,11
187,94,10
189,105,11
80,221,16
19,130,12
37,126,11
20,85,10
15,206,11
126,206,10
64,243,32
105,126,10
138,27,24
