C1(head)_id,C2(tail)_id,Num
383,12,90
50,12,212
67,12,2064
182,12,7309
127,12,2922
69,358,463
282,358,671
150,358,1362
310,358,1327
12,358,321
266,358,493
62,358,469
109,358,611
170,358,32
102,358,298
91,358,2289
368,358,464
168,98,1058
243,98,1722
264,98,426
311,98,217
200,98,1442
116,98,155
269,185,160
168,185,942
60,185,2326
41,185,303
98,185,113
103,185,1522
205,185,261
243,185,716
148,185,2342
105,185,445
339,185,5733
67,185,251
182,185,1595
63,185,346
163,185,370
54,185,1180
52,185,313
269,177,75
197,352,81
150,352,1391
66,352,296
258,352,2519
283,352,334
104,352,491
31,352,325
1,95,818
119,95,142
246,95,240
181,95,848
307,95,3555
133,227,475
185,227,157
254,227,1731
103,227,12074
33,227,120
12,227,105
174,227,215
383,227,101
339,227,794
59,227,344
101,227,254
311,227,342
135,43,206
73,43,1838
50,43,339
258,43,207
239,43,1915
285,43,315
404,43,578
269,43,374
16,43,1546
3,43,141
9,43,27
244,43,232
291,43,396
259,43,4951
256,43,90
292,43,214
199,43,11590
321,43,1073
398,43,834
40,43,877
369,43,955
372,43,104
191,13,1682
50,13,465
98,13,511
370,13,388
365,13,197
102,13,895
168,13,331
30,13,142
87,13,116
395,13,1225
288,13,636
130,13,1495
385,13,297
396,13,127
214,13,220
374,13,637
187,13,260
170,13,2505
21,13,418
165,13,413
391,49,358
191,49,1053
50,49,412
185,49,1006
320,49,964
67,49,1662
381,49,228
182,49,3732
377,49,109
168,49,74
343,49,113
301,49,571
376,49,1237
210,49,925
150,49,1447
57,49,82
322,49,215
217,49,2255
122,49,314
10,49,177
63,49,163
99,49,1144
339,49,423
26,49,95
211,49,291
170,49,423
157,49,54
380,49,78
350,49,1660
131,49,182
116,49,3703
191,335,1942
258,335,1194
352,335,20
404,335,176
202,335,594
224,335,149
197,335,369
150,335,1383
134,335,715
292,335,713
268,335,169
60,335,74
58,335,1483
171,359,1572
158,359,267
374,359,579
137,359,389
43,199,7162
259,199,6476
188,199,441
306,199,814
319,199,431
292,199,296
108,199,266
244,199,2682
194,199,87
179,199,75
369,199,284
135,199,538
230,214,1851
345,214,45
246,214,585
270,214,2240
222,214,967
320,214,519
128,214,622
336,214,384
30,214,707
374,214,2638
342,214,139
26,214,260
150,214,201
350,214,2365
138,214,24
8,214,1085
133,214,328
365,349,120
140,349,58
389,349,33
172,349,1522
50,349,279
377,349,2095
37,349,195
381,349,296
87,349,670
374,349,554
253,349,372
94,349,185
169,349,506
378,392,436
19,392,35
179,392,457
46,392,627
113,392,287
41,316,86
182,316,1655
248,316,155
211,316,548
342,316,763
351,34,233
6,34,5034
114,34,269
290,238,7269
150,238,4170
254,238,337
320,238,307
50,238,155
77,238,5072
390,238,3995
163,238,1813
237,238,77
28,238,1477
368,238,20
175,200,482
150,200,1395
141,200,76
33,200,177
399,200,91
50,200,174
98,200,1191
77,200,240
48,200,1342
127,200,784
190,200,4683
300,1,209
95,1,675
242,1,398
3,1,1823
258,1,254
347,1,6979
73,1,1297
134,1,2903
115,1,349
363,1,197
240,1,408
306,1,816
372,1,12
110,1,235
156,1,467
403,1,793
269,215,192
292,215,931
245,215,294
381,396,1384
374,396,10
306,396,792
116,396,309
178,396,86
342,79,47
63,79,453
182,79,7623
211,79,384
248,79,332
254,79,5993
376,79,185
18,79,560
153,79,40
91,282,529
255,282,106
191,44,481
341,44,3374
325,44,298
362,44,336
367,44,251
304,44,805
237,44,3831
145,353,103
97,353,75
206,353,995
346,353,182
342,353,105
20,269,483
85,269,248
180,269,624
201,269,204
397,269,352
158,269,569
284,269,201
171,269,10
252,269,108
226,269,115
15,269,2113
150,269,1351
4,269,21
204,269,133
271,269,1440
357,269,397
283,269,206
92,269,484
146,269,1694
225,269,25
46,269,401
229,269,353
257,269,152
2,269,159
402,269,87
73,269,2573
363,269,67
156,269,76
360,269,98
304,269,151
267,269,83
239,269,390
334,83,137
67,83,298
299,83,423
80,83,3954
402,83,403
68,395,819
36,395,48
150,395,923
330,395,181
286,395,331
238,395,162
143,348,711
137,348,123
111,348,563
191,141,222
90,141,86
246,141,36
150,141,1316
143,141,667
402,141,189
200,141,391
91,141,88
50,38,8866
258,38,291
182,38,2010
3,38,21
42,38,713
318,38,756
169,38,2701
121,38,5909
73,38,6201
339,38,230
212,38,828
239,38,8287
124,38,92
166,38,701
35,225,177
158,225,486
99,225,44
142,225,1011
113,225,218
402,225,287
250,249,1144
55,249,2919
113,249,39
118,325,910
304,325,1643
44,325,308
395,325,593
126,325,2720
341,325,12592
103,325,572
367,325,3330
362,325,721
12,325,217
237,325,6244
382,325,430
242,104,1722
100,104,623
352,104,20
13,104,249
32,104,213
130,104,237
169,104,595
310,104,984
220,104,370
66,104,242
402,104,204
201,104,326
191,104,2065
50,104,3165
258,104,440
80,104,359
326,104,9350
35,76,52
158,76,510
306,14,780
295,14,494
260,14,212
374,14,219
59,14,387
358,69,940
36,69,409
150,69,1367
368,69,160
102,69,3936
91,69,1774
282,69,359
191,301,1361
258,301,23
19,301,457
273,301,3180
242,301,1988
308,301,1796
170,301,33
150,301,1393
351,301,253
145,301,296
405,301,763
159,301,1304
3,301,392
386,301,490
276,301,313
10,301,5505
294,180,2148
149,180,67
271,180,923
399,221,21
335,221,232
22,221,424
45,221,90
50,221,228
258,221,155
131,221,12
305,221,122
184,127,106
259,127,453
397,127,179
158,127,1225
298,127,108
103,127,1881
67,127,1038
182,127,1844
292,127,272
9,232,184
3,232,3360
218,232,175
73,232,181
271,232,146
239,232,252
124,232,269
398,371,3120
63,170,480
399,170,457
13,170,158
172,170,212
195,170,16
12,170,4825
185,170,884
33,170,290
96,170,2611
191,170,3890
50,170,20518
67,170,6350
54,170,1015
80,170,224
288,170,167
46,170,651
380,170,2717
105,170,108
131,170,239
320,170,361
337,170,893
79,170,111
13,36,282
150,36,817
125,36,2348
68,36,470
214,36,112
69,36,1059
395,36,93
317,36,326
191,36,1330
50,36,6648
258,36,21
368,36,1282
254,36,1887
81,36,44
246,36,2250
170,36,423
350,36,44
28,36,15751
275,36,630
237,36,265
374,36,223
231,36,2731
192,36,1187
390,36,536
37,389,119
374,389,462
30,389,59
87,389,274
40,62,176
14,62,455
36,62,2119
264,62,378
163,62,336
125,62,10267
28,62,943
192,62,116
26,62,1981
102,62,470
20,229,1607
165,229,1080
204,229,1678
269,229,2340
226,229,102
146,229,2205
357,229,728
304,229,2585
64,146,199
269,146,858
40,146,429
191,146,860
20,146,497
113,146,78
86,146,2970
357,146,2035
229,146,5029
158,146,16071
165,146,1912
150,146,1329
402,146,835
28,146,475
304,146,767
267,146,260
237,146,63
177,92,336
287,92,230
402,92,221
257,92,99
226,92,258
73,92,646
98,288,556
36,288,15
50,288,691
67,288,1387
182,288,108
168,288,575
254,288,1655
395,288,137
150,288,8358
169,288,5575
320,288,1289
139,248,135
211,248,352
170,248,184
67,248,253
182,248,8645
345,248,87
127,248,90
174,248,3236
103,248,8273
12,248,3758
151,248,1311
341,248,862
133,248,8435
138,248,1692
153,248,257
342,248,2848
393,90,317
50,90,428
302,90,2047
143,90,1838
29,90,862
56,90,381
122,90,393
190,90,219
234,90,224
70,90,4751
148,173,52
64,4,11
158,4,2527
86,4,752
387,4,124
146,4,453
269,4,171
352,252,174
359,252,78
283,252,472
180,252,257
249,252,377
158,252,190
255,252,3814
355,252,236
271,252,2375
406,252,115
250,252,47
55,252,3996
201,252,441
226,252,282
53,252,110
13,218,716
259,218,800
181,218,3855
42,218,216
66,218,191
121,218,1376
398,218,647
135,218,117
73,218,200
363,218,23
241,218,374
124,218,237
244,218,37
291,218,52
215,218,133
259,369,493
287,369,344
199,369,364
16,369,312
285,369,556
244,369,2524
246,208,3450
36,208,400
306,208,817
125,208,341
28,208,535
290,208,1678
312,208,402
16,293,316
80,293,113
321,293,505
406,293,190
159,324,771
276,324,676
99,324,98
401,324,701
301,324,261
19,324,231
373,324,1985
351,273,474
301,273,996
191,273,8115
50,273,422
258,273,259
67,273,453
242,273,3632
306,273,816
150,273,1395
159,273,378
308,273,258
130,273,612
66,273,184
402,273,1735
73,273,2429
265,276,254
203,276,108
134,276,10
273,276,624
301,276,2828
213,276,917
49,276,195
19,276,1996
150,276,1379
191,276,142
67,276,10171
373,276,2644
51,276,224
148,276,122
324,276,1053
354,276,83
3,276,218
332,276,1782
58,276,198
145,276,365
401,276,2178
54,276,283
386,276,3554
108,194,968
181,194,914
319,194,574
258,194,206
40,194,672
73,194,470
234,29,3508
143,29,676
254,29,1600
302,29,475
90,29,294
150,29,168
393,29,123
56,29,175
16,191,929
140,191,46
380,191,2815
301,191,212
269,191,57
210,191,53
379,191,149
351,191,35
387,191,173
61,191,339
146,191,1077
246,191,1043
399,191,80
227,191,331
13,191,2790
318,191,335
230,191,348
233,191,601
174,191,397
185,191,729
35,191,223
158,191,350
15,191,328
50,191,710
258,191,3080
67,191,341
80,191,1973
127,191,35
335,191,180
310,191,680
272,191,1685
197,191,238
236,191,161
142,191,687
339,191,1583
256,191,203
292,191,111
145,191,55
59,191,167
342,191,448
181,191,346
242,191,2901
41,191,363
175,191,166
270,191,246
143,191,322
150,191,1639
319,191,496
245,191,508
376,191,739
211,191,71
170,191,573
36,191,384
183,191,40
75,191,728
228,191,204
130,191,1333
60,191,272
3,191,300
99,191,493
402,191,12699
276,191,1939
131,191,196
372,191,1493
201,191,355
316,191,21
1,191,312
289,191,1221
268,191,599
190,191,426
66,191,175
286,191,147
160,191,21
55,191,173
94,191,304
260,191,187
7,191,136
5,191,218
247,191,283
101,191,264
265,191,424
320,191,3688
239,191,539
124,191,86
134,191,509
46,191,555
73,191,686
133,191,220
18,191,216
96,50,1142
380,50,208
370,50,104
83,50,1597
13,50,5921
318,50,263
230,50,538
20,50,143
168,50,2779
195,50,321
174,50,158
98,50,934
158,50,2117
308,50,744
191,50,2693
258,50,530
67,50,1783
80,50,1474
288,50,971
349,50,112
310,50,254
104,50,1253
169,50,2924
186,50,121
91,50,3473
9,50,652
143,50,146
376,50,258
211,50,189
48,50,77
170,50,566
36,50,7445
130,50,508
3,50,221
322,50,216
81,50,5960
368,50,509
320,50,6037
381,50,1069
87,50,90
326,50,98
290,50,1805
96,258,257
19,258,151
229,258,441
269,258,137
198,258,421
397,258,395
351,258,48
33,258,343
387,258,54
109,258,715
184,258,236
399,258,761
273,258,920
352,258,189
13,258,306
97,258,60
287,258,947
158,258,7476
308,258,3107
191,258,11589
50,258,391
67,258,8116
90,258,384
127,258,713
344,258,1133
335,258,126
310,258,1223
272,258,185
104,258,1723
197,258,384
24,258,666
339,258,1104
292,258,1616
338,258,600
186,258,124
400,258,159
181,258,676
70,258,57
26,258,719
242,258,1225
306,258,219
150,258,1487
319,258,1046
264,258,463
6,258,120
215,258,322
170,258,7649
75,258,2106
130,258,1587
3,258,969
58,258,1117
402,258,1490
25,258,631
194,258,720
56,258,421
298,258,1007
107,258,91
1,258,387
268,258,268
121,258,1086
105,258,160
357,258,403
305,258,12
320,258,712
32,258,1220
124,258,77
135,258,72
46,258,268
73,258,176
133,258,83
307,258,100
49,67,1408
19,67,371
380,67,376
308,67,49
191,67,3748
50,67,394
258,67,361
148,67,820
27,67,222
182,67,8864
345,67,317
248,67,207
324,67,166
127,67,4876
341,67,1759
206,67,602
211,67,1975
170,67,8300
254,67,3229
217,67,2614
376,67,2081
401,67,73
3,67,250
276,67,487
12,67,7199
18,67,296
133,67,4824
41,67,208
350,67,6631
243,67,328
189,67,173
131,67,151
99,67,98
332,67,1288
339,67,301
342,67,449
26,67,860
153,67,108
116,67,202
64,158,1617
226,158,52
191,158,1802
50,158,293
258,158,361
142,158,1641
242,158,656
76,158,372
69,158,68
4,158,283
86,158,1659
394,158,74
150,158,1335
229,158,474
296,158,259
402,158,17472
20,158,235
359,158,200
113,158,207
75,158,124
357,158,1504
171,158,406
295,158,136
146,158,7792
15,158,426
267,158,4424
304,158,3082
3,315,22
289,315,11723
113,315,122
171,315,682
158,315,3168
354,315,2067
405,308,1385
159,308,15299
114,308,61
191,308,805
50,308,1985
258,308,2482
242,308,1210
276,308,262
51,308,658
138,308,33
301,308,3220
335,308,120
273,308,3348
104,308,11874
66,308,963
268,308,2213
58,308,980
25,308,6674
318,308,35
401,308,139
10,308,9636
130,308,297
351,308,951
73,308,414
386,308,185
307,308,182
6,308,322
181,308,2602
241,308,708
245,329,860
239,329,1319
244,329,5247
36,317,519
125,317,249
50,178,303
377,178,620
87,178,129
93,178,541
374,178,927
306,178,790
169,178,1529
303,178,174
56,178,346
182,154,1688
50,406,247
232,406,154
287,406,267
239,406,14817
329,406,529
316,406,280
73,406,217
24,356,187
36,192,1410
28,192,3397
275,192,913
390,192,159
68,187,89
230,187,140
150,187,9543
320,187,841
185,370,5361
50,370,695
182,370,3463
377,370,246
318,370,772
148,370,64
212,370,1135
107,370,287
381,370,454
42,370,114
12,370,210
75,370,159
169,370,161
374,370,529
291,370,126
185,365,94
157,365,262
109,365,546
320,365,298
183,365,334
103,365,773
94,365,447
208,365,36
339,365,4554
382,365,649
310,100,904
104,100,6681
32,100,484
326,100,1484
41,130,67
13,130,3910
104,130,1764
191,130,400
50,130,380
258,130,11162
287,130,926
335,130,161
214,130,877
75,130,61
342,130,508
205,130,96
320,130,235
309,124,516
111,124,32
197,124,255
47,124,257
143,124,548
38,124,1500
121,124,4752
135,124,908
73,124,8053
372,124,10
239,124,3540
134,124,188
287,255,269
180,255,2705
284,255,142
271,255,386
269,255,116
252,255,1207
250,255,295
372,255,95
158,372,509
15,372,933
284,372,5070
306,372,1668
3,372,551
245,372,97
271,372,10
257,372,1154
66,372,1715
184,372,225
318,372,21
42,372,162
16,372,1121
73,372,7155
363,372,344
402,372,609
191,372,21
283,372,496
267,372,1175
229,287,120
397,287,158
9,287,632
75,287,343
256,287,2282
374,287,840
103,287,298
267,287,1775
29,287,889
283,287,845
255,287,153
307,287,282
19,68,449
50,68,325
67,68,265
182,68,5639
217,68,221
150,68,3961
390,68,185
153,68,312
49,99,2211
210,99,4657
233,99,134
258,99,161
19,99,146
301,99,346
324,99,120
390,99,271
379,99,291
274,99,91
142,99,1062
138,99,11
276,99,365
401,99,116
153,99,266
54,99,224
386,99,373
213,289,467
354,289,379
277,289,4444
315,289,349
233,289,325
203,289,2585
134,289,388
402,289,373
191,289,280
258,289,466
189,289,76
372,289,1191
121,289,97
170,289,1126
332,289,567
276,289,195
73,289,6093
34,289,253
379,295,533
304,295,1203
321,135,869
43,135,186
239,135,703
124,135,238
269,135,424
3,135,132
182,135,1589
127,135,307
73,135,567
244,135,79
363,135,991
291,135,4169
257,135,124
121,135,5406
374,135,115
27,251,505
375,251,25
184,251,237
402,251,3035
150,251,1378
372,251,133
21,251,171
151,251,153
344,73,789
199,73,526
272,73,973
287,73,239
154,73,228
406,73,824
404,73,57
15,73,625
259,73,227
16,73,2465
321,73,734
38,73,2825
43,73,1062
269,73,3546
310,73,484
40,73,274
108,73,25
191,73,1183
258,73,2922
90,73,213
232,73,298
273,73,209
233,73,296
201,73,126
354,73,315
245,73,408
316,73,28
271,73,1443
1,73,866
276,73,6148
277,73,755
309,73,389
402,73,478
242,73,352
215,73,108
42,73,251
250,73,166
218,73,868
289,73,1310
121,73,3484
398,73,199
135,73,1513
384,73,488
363,73,737
326,73,158
46,73,317
265,73,276
239,73,4046
32,73,453
124,73,6171
134,73,654
304,327,351
343,327,288
246,327,418
81,327,32
233,247,3260
103,247,229
19,247,164
254,247,757
379,247,544
258,247,1075
182,247,4641
211,247,266
404,247,240
330,247,23
133,247,246
7,247,370
342,247,493
75,314,108
16,314,214
247,314,21
278,314,44
239,314,247
292,314,718
276,346,380
213,346,1709
233,346,198
272,346,311
225,346,12
402,346,231
189,346,72
376,346,47
163,346,1366
67,346,646
263,346,1117
386,346,320
99,346,532
289,346,1723
265,346,79
26,346,457
158,296,2878
19,296,157
242,296,282
402,296,352
50,153,127
67,153,925
182,153,2469
127,153,107
103,153,824
342,153,264
217,153,1476
383,153,10
211,153,450
12,153,3391
19,153,1747
254,153,1147
350,153,156
158,156,116
208,156,540
388,156,118
36,156,109
310,82,1365
69,82,501
358,82,718
32,82,228
91,82,538
0,82,692
28,82,528
258,54,301
67,54,38
182,54,1686
276,54,1278
185,54,2194
206,54,282
210,54,494
103,54,135
186,54,10
12,54,243
378,54,919
19,54,709
99,54,434
254,54,429
386,54,375
153,54,219
2,294,409
149,294,549
169,303,53
168,303,955
93,303,872
366,303,276
178,303,446
396,303,123
87,303,211
276,401,850
99,401,135
10,401,468
301,401,752
324,401,398
373,401,524
19,401,6321
210,401,245
354,271,21
158,271,441
15,271,15470
269,271,3981
355,271,626
283,271,536
249,271,254
53,271,1308
180,271,1254
252,271,1427
256,271,581
406,271,374
55,271,2021
255,271,1154
372,271,11
201,271,200
239,271,179
134,271,669
73,271,1809
363,271,166
323,357,200
158,357,5068
146,357,4105
86,357,740
64,357,11188
204,357,169
113,357,81
267,357,357
97,195,20
10,195,132
289,195,236
50,195,584
405,195,639
212,195,1410
376,233,195
379,233,843
258,233,75
7,233,1235
404,233,1610
298,233,144
179,233,1735
247,233,1090
342,233,403
373,265,51
27,265,1728
139,265,706
155,265,513
126,265,1014
203,265,7410
151,265,394
289,265,4110
367,265,6819
142,265,388
402,265,205
122,320,9273
399,320,322
191,320,213
50,320,6163
337,320,429
280,320,1361
150,320,5846
98,320,359
237,320,1657
91,320,1126
26,320,1312
13,320,1512
96,320,6454
168,320,690
87,320,10
380,320,4250
22,320,615
81,320,299
169,320,245
48,320,173
131,320,76
368,320,1205
118,126,2843
237,126,310
325,126,3031
367,126,1160
165,126,1140
122,312,24
237,312,243
374,312,34
334,312,33
150,312,1384
28,312,697
304,312,1503
246,312,312
169,312,453
142,297,1052
402,297,552
270,128,490
222,128,1087
119,128,344
160,128,2777
260,128,841
214,128,298
230,128,375
8,128,129
355,267,217
64,267,7932
150,267,1375
387,267,21
158,267,9308
146,267,299
357,267,273
402,267,2060
372,267,64
113,267,1348
251,267,192
191,381,1117
50,381,420
182,381,2176
377,381,1276
374,381,415
385,381,143
150,381,478
350,381,1629
343,381,293
253,381,205
168,381,1240
195,381,243
37,381,586
172,381,913
116,381,3463
169,381,240
321,239,1438
232,239,197
329,239,364
406,239,5258
40,239,232
344,239,206
269,239,930
124,239,936
244,239,44
43,239,924
3,239,997
257,239,152
12,239,240
121,239,1832
218,239,743
135,239,432
73,239,12230
155,203,338
375,203,164
226,203,1548
265,203,16818
239,203,1663
289,203,3346
402,203,290
258,336,212
374,336,1132
119,336,325
111,110,196
390,110,1311
56,110,289
47,110,203
238,110,784
189,110,1263
48,399,408
191,399,1785
182,399,324
383,399,855
12,399,287
380,399,2692
33,399,1072
350,399,316
260,399,189
254,399,364
131,399,2484
184,257,109
127,257,271
16,257,388
267,257,23
239,257,977
402,257,217
372,257,619
43,257,693
92,257,264
306,257,1012
218,257,263
179,257,137
363,257,202
183,196,196
365,196,2139
335,196,463
58,196,198
181,196,727
94,196,700
5,196,131
153,196,224
191,66,1548
258,66,148
51,66,4342
3,66,1551
58,66,5640
25,66,1508
273,66,331
181,66,855
403,66,127
307,66,12661
73,66,1202
120,66,352
296,66,265
38,121,3982
318,121,70
191,121,318
12,121,202
218,121,520
239,121,9464
124,121,599
166,121,69
134,121,169
135,121,309
73,121,15007
240,403,336
179,403,823
1,403,1921
152,403,206
10,403,54
365,198,260
258,198,783
194,198,50
42,198,106
179,198,756
306,93,790
396,93,465
50,93,218
374,93,702
381,93,224
169,93,1049
87,93,347
303,93,1076
255,85,65
204,85,673
269,85,253
15,85,376
113,85,52
40,85,374
73,85,444
2,85,61
402,397,397
85,397,734
171,397,479
40,397,377
287,397,318
86,397,406
113,397,276
49,210,2722
67,210,185
157,210,58
19,210,846
276,210,150
10,210,211
99,210,1745
32,0,10285
144,0,522
109,0,2117
310,0,984
28,0,631
233,7,212
155,7,163
318,7,17
354,7,976
158,7,102
379,7,658
247,7,714
258,7,171
259,398,666
43,398,4884
306,398,1642
150,398,1534
199,398,24
24,398,484
404,398,49
16,398,341
338,398,275
371,398,1713
283,398,86
4,398,58
135,398,4677
185,5,132
254,5,1735
61,5,2237
350,5,199
94,5,1001
60,5,845
174,332,507
142,332,6329
68,332,32
99,332,410
354,332,360
392,332,121
320,332,875
297,332,234
276,332,1025
376,332,983
158,332,336
289,332,515
213,332,1317
50,332,147
258,332,334
67,332,353
373,332,170
273,10,448
97,10,266
49,10,152
210,10,416
365,10,336
355,10,210
301,10,5726
401,10,1695
268,10,2445
308,10,3445
50,10,90
258,10,126
366,10,1166
19,10,97
386,10,405
405,10,4434
159,10,3187
276,10,236
280,10,10
374,10,636
26,10,163
96,182,505
174,182,558
185,182,80
68,182,7741
49,182,227
50,182,257
67,182,5980
248,182,1302
127,182,1432
148,182,233
150,182,240
211,182,213
170,182,95
374,182,540
342,182,141
264,182,24441
254,182,3019
376,182,417
12,182,4838
350,182,3082
138,182,61
116,182,799
103,182,341
341,182,136
133,182,399
153,182,1533
49,373,694
301,373,460
273,373,239
67,373,222
324,373,6536
99,373,741
34,373,168
276,373,1481
159,373,1029
386,373,807
230,377,531
168,377,2202
172,377,1470
50,377,321
195,377,11
104,377,193
37,377,1384
381,377,296
187,377,21
169,377,2977
116,377,835
211,133,528
170,133,948
33,133,1593
264,133,1763
254,133,6733
57,133,60
138,133,3179
12,133,14311
174,133,5064
27,133,209
191,133,676
153,133,425
214,133,637
67,133,1794
182,133,2400
103,133,24347
345,133,1607
248,133,4719
127,133,5132
116,133,722
342,133,9327
341,133,1252
383,133,204
131,133,350
105,133,135
350,133,2081
158,363,223
184,363,254
34,363,128
188,363,274
1,363,90
50,363,145
392,363,219
166,363,180
127,363,885
374,363,525
135,363,5924
73,363,609
121,363,705
291,363,1161
95,120,13
184,120,183
258,120,258
307,120,869
181,120,108
19,386,106
142,386,816
153,386,64
182,386,1955
373,386,4247
99,386,1300
276,386,2414
402,386,191
113,35,1151
142,35,3930
355,35,288
402,35,402
171,35,151
158,35,894
49,211,638
96,211,514
27,211,299
254,211,323
376,211,297
50,211,134
67,211,824
182,211,652
345,211,224
33,211,353
12,211,1738
41,211,192
103,211,564
151,211,216
116,211,335
133,211,222
57,211,2239
217,211,115
101,211,2478
94,211,205
153,211,1350
342,211,836
54,330,455
182,330,3695
230,330,613
395,330,314
385,330,689
150,330,9233
36,330,73
187,330,175
350,330,351
12,330,1126
101,330,2031
116,330,91
376,330,936
234,241,1452
58,241,382
51,241,285
66,241,327
104,241,404
114,241,566
260,59,1820
357,59,114
128,59,344
87,59,233
246,59,2365
230,59,48
14,59,1575
214,59,738
254,59,1914
105,342,11
350,342,547
185,342,286
247,342,1003
174,342,3736
316,342,469
274,342,62
230,342,284
12,342,8192
138,342,173
57,342,1162
161,342,352
211,342,1083
191,342,913
258,342,367
103,342,1769
205,342,1575
170,342,195
131,342,12
67,342,712
33,342,1060
182,342,1973
295,342,1652
27,342,11
345,342,478
248,342,2198
254,342,2432
127,342,168
133,342,7312
101,342,189
302,234,144
197,234,416
56,234,201
29,234,1614
143,234,1215
90,234,395
258,42,106
310,42,592
218,42,52
52,42,640
61,60,3705
227,60,387
365,60,1939
98,60,277
185,60,429
148,60,55
41,60,420
103,60,545
94,60,800
5,60,391
339,60,10341
349,172,163
169,172,250
377,172,2030
214,340,521
131,340,81
99,340,186
133,340,38
318,3,772
301,3,1152
308,3,970
150,3,1395
135,3,111
73,3,429
326,3,5576
46,3,109
1,3,4319
292,3,2091
239,3,123
134,3,952
191,189,1251
175,189,146
257,189,57
390,189,177
346,189,232
310,189,660
26,189,1053
191,131,226
331,131,115
22,131,10
3,131,177
399,131,1235
380,131,5224
320,131,578
41,131,212
150,131,173
170,131,2168
122,131,1085
280,131,520
133,131,237
4,64,51
158,64,15372
142,64,366
150,64,1382
402,64,670
86,64,826
357,64,423
267,64,7589
177,204,305
269,204,7167
146,204,562
315,204,1391
15,204,143
304,204,1027
53,204,171
142,204,614
86,204,54
229,204,612
201,204,271
73,204,223
174,383,503
98,383,150
150,383,281
148,383,393
214,383,550
264,383,542
103,383,928
182,383,1580
248,383,947
153,383,112
79,383,63
